CERT,STNAME,DOCKET,ACTIVE,ADDRESS,ASSET,CITY,COUNTY,DEP,INACTIVE,NAME,NEWCERT,ROA,ROAQ,ROE,ROEQ,ZIP
30285,Florida,5108,0,2107 Hendricks Avenue,150884,Jacksonville,Duval,147507,1,Jacksonville Federal Savings Bank,33622,-2.302725541,-2.3,-103.6,-103.6,32207
30297,Florida,5128,0,"10600 Tamiami Trail, N, Suite 604",1292268,Naples,Collier,998939,1,"Encore Bank, National Association",34378,0.623127402,0.62,6.54,6.54,34108
30314,Minnesota,5152,0,304 North Broadway,,Crookston,Polk,,1,Northland Federal Savings and Loan Association,28330,,,,,56716
30319,Illinois,12336,0,240 East Chestnut St,125055,Olney,Richland,97591,1,"First Community Bank, National Association",4382,0.760408681,0.76,4.87,4.82,62450
30320,Arkansas,5159,0,208 North Second Street,,Blytheville,Mississippi,,1,Blytheville Federal Savings and Loan Association,28782,,,,,72315
30333,North Carolina,5180,0,131 North Lafayette Street,87689,Shelby,Cleveland,74974,1,"Cleveland Federal Bank, a Savings Bank",33184,1.037458057,1.04,8.58,8.49,28150
30335,New York,5182,0,42-25 Queens Blvd,311285,Long Island City,Queens,233633,1,Financial Federal Savings Bank,16012,0.953725263,0.97,11.96,11.51,11104
30336,Texas,5183,0,7th & Texas,132133,Odessa,Ector,156610,1,Odessa Savings Association,32623,-11.68117394,-37.09,0,0,79760
30338,South Carolina,5194,0,201 West Main Street,290241,Laurens,Laurens,217253,1,Heritage Federal Bank,28855,1.082685279,1.08,8.77,8.77,29360
30342,Texas,5199,0,3401 Allen Parkway,1003281,Houston,Harris,873609,1,Mainland Savings Association,0,-3.966209473,-9.87,0,0,77019
30351,Illinois,5215,0,1718 Lake Street,,Melrose Park,Cook,,1,Melrose Savings,28244,,,,,60161
30360,Indiana,5228,0,300 Main Street,,Lafayette,Tippecanoe,,1,Star City Federal Savings and Loan Association of Lafayette,28528,,,,,47902
30370,Illinois,5242,0,1947 West 35th St,25857,Chicago,Cook,24375,1,Century Federal Savings Bank,33398,3.05692338,3.06,101.44,101.44,60609
30374,New Jersey,5248,0,6 Bloomfield Avenue,147048,Denville,Morris,155909,1,Metropolitan Federal Savings and Loan Association,28429,-1.10273581,-0.38,0,0,7834
30381,New York,5258,0,46 Main St,,Hamburg,Erie,,1,First Federal Savings and Loan Association of Hamburg,32071,,,,,14075
30389,Ohio,5268,0,8045 Colerain Rd,11574,Groesbeck,Hamilton,10761,1,First North West Savings and Loan Company,32294,1.130631414,1.74,16.97,25.66,45239
30400,Wisconsin,5284,0,909 Superior Street,21587,Tomah,Monroe,0,1,Acuity Bank,0,5.984987307,16.53,36.51,74.16,54660
30426,Wisconsin,5319,0,110 Parkview Drive,15138,Milton,Rock,13915,1,Milton Savings Bank,0,-0.621560376,-0.62,-8.26,-8.26,53563
30440,Illinois,5338,0,318 South Park Avenue,62300,Herrin,Williamson,52309,1,Heartland National Bank,17514,0.347526688,0.35,2.24,2.24,62948
30446,Wisconsin,5349,0,213 Locust St,,Hudson,St. Croix,,1,Tri-County Savings and Loan Association,28981,,,,,54016
30449,New York,5355,0,3 Executive Boulevard,676907,Yonkers,Westchester,586458,1,City and Suburban FSB,16026,1.374582978,1.38,17.22,17.42,10701
30458,Georgia,5384,0,228 West Lamar St,54422,Americus,Sumter,49767,1,First Federal Savings and Loan Association,32661,-10.76638215,-10.77,0,0,31709
30477,Missouri,5410,0,12680 Olive Bolevard,537176,St. Louis,St. Louis,477603,1,Home Federal Savings Bank of Missouri,28389,1.079954179,1.08,14.64,14.64,63141
30487,Iowa,5431,0,421 West Broadway,178543,Council Bluffs,Pottawattamie,163280,1,First Federal Savings and Loan Association of Council Bluffs,28256,-0.160889503,0.71,-2.95,13.1,51501
30500,Maryland,5456,0,8677 Georgia Avenue,,Silver Spring,Montgomery,,1,Guardian Federal Savings and Loan Association,31231,,,,,20910
30502,Michigan,5462,0,107 N Park Street,92342,Marshall,Calhoun,69820,1,"Marshall Savings Bank, F.S.B.",29069,1.05400151,1.05,6.92,6.92,49068
30503,New York,5463,0,Genesee Mall,,Auburn,Cayuga,,1,Savings and Loan Association of Auburn,0,,,,,13021
30507,Texas,5473,0,201 W Broadway,64709,Brownfield,Terry,59940,1,Brownfield Savings and Loan Association,32448,-5.500294906,0.68,0,0,79316
30511,North Carolina,5478,0,120 West Third Street,,Winston-Salem,Forsyth,,1,Winston-Salem Savings and Loan Association,28284,,,,,27102
30513,New Jersey,13180,0,86 Main Street,348193,Little Falls,Passaic,244800,1,Little Falls Bank,12256,0.384038818,0.38,4.25,4.25,7424
30514,Florida,5482,0,76 South Laura Street,454274,Jacksonville,Duval,397080,1,Compass Bank,33461,1.300543571,1.23,10.7,10.17,32202
30524,South Carolina,5495,0,107 Chesterfield St South,668433,Aiken,Aiken,589000,1,Palmetto Federal Savings Bank of South Carolina,12368,1.267900798,0.85,17.04,11.16,29801
30552,Georgia,5541,0,300 W Peachtree St N W,,Atlanta,Fulton,,1,Fidelity Federal Savings and Loan Association,30913,,,,,30308
30555,Ohio,5544,0,999 East Main Street,204686,Ravenna,Portage,123814,1,The Ravenna Savings Bank,28216,0.382561883,0.38,6.46,6.46,44266
30559,Florida,5551,0,1750 E Sunrise Blvd,3807907,Fort Lauderdale,Broward,3454049,1,BankAtlantic,9846,-0.564631318,-0.59,-7.43,-7.96,33304
30560,Nebraska,5552,0,440 South 13th St,96130,Lincoln,Lancaster,58780,1,Provident FSB,30341,-1.351763926,-1.35,-24.92,-24.92,68509
30563,Minnesota,5558,0,1563 White Bear Ave,,St. Paul,Ramsey,,1,Lincoln Federal Savings and Loan Association of St Paul,28693,,,,,55106
30566,South Carolina,5562,0,158 Meeting Street,135878,Charleston,Charleston,96881,1,Home Federal Savings Bank,27466,1.569218676,1.73,15.77,15.68,29401
30569,Illinois,5565,0,6655 W Cermak Rd,,Berwyn,Cook,,1,Land of Lincoln Savings and Loan,30015,,,,,60402
30572,Pennsylvania,5570,0,306 West Lockhart Street,47499,Sayre,Bradford,42428,1,Star Savings and Loan Association,7593,0.660583784,0.78,7.46,8.93,18840
30582,Florida,5587,0,800 Harrison Avenue,107078,Panama City Beach,Bay,100444,1,Security Federal Savings Bank of Florida,33550,-1.868293943,-0.47,-55.51,-17.8,32401
30586,Missouri,5593,0,425 Madison St,206500,Jefferson City,Cole,171274,1,"Capital Savings Bank, F.S.B.",4979,-1.081730237,-3.26,-12.4,-36.45,65101
30591,Colorado,5601,0,500 17th St,,Denver,Denver,,1,"Majestic Savings, A Federal Savings and Loan Association",31315,,,,,80202
30594,Missouri,5607,0,800 Broadway,18847,Hannibal,Marion,18820,1,Hannibal Mutualloan and Buildinga,28389,-6.952742495,-21.6,-5589.6,0,63401
30610,Pennsylvania,5631,0,275 W Bridge St,,New Hope,Bucks,,1,New Hope Savings and Loan Association,28835,,,,,18938
30620,Illinois,5644,0,135 East Main St,397143,Decatur,Macon,310602,1,"First Mutual Bank, S.B.",4979,0.263609826,0.26,1.54,1.54,62523
30622,Texas,5647,0,2550 Gray Falls Suite 200,211843,Port Neches,Jefferson,495685,1,First South Savings Association,33285,-22.95737645,-21.78,0,0,77651
30628,Illinois,5655,0,201 West Exchange Street,32884,Jerseyville,Jersey,27735,1,Heritage Savings and Loan,32760,-1.612327463,-2.58,0,0,62052
30636,California,5664,0,200 Broadway,,Chico,Butte,,1,Lassen Savings and Loan Association,30884,,,,,95926
30640,Kansas,5670,0,200 S Jefferson,32001,Plainville,Rooks,35172,1,Rooks County FSA,29341,-23.34644533,-7.59,0,0,67663
30647,New Hampshire,5683,0,40 High Street,98594,Hampton,Rockingham,87314,1,Hampton Co-operative Bank,31926,0.570837347,0.57,5.82,5.82,3842
30665,New Jersey,5711,0,3745 Quakerbridge Road,72477,Trenton,Mercer,67897,1,White Horse Savings and Loan Association,33530,-3.387244518,-0.05,-132.14,-4.17,8619
30671,Pennsylvania,5720,0,17 W High Street,54859,Carlisle,Cumberland,49242,1,Carlisle Building and Loan Association,30174,0.847119721,0.8,14.85,13.27,17013
30672,Arkansas,5724,0,First Fed Bldg,80490,Fayetteville,Washington,86646,1,First Federal Savings and Loan Association,8728,-8.763060838,-14.51,0,0,72701
29735,Pennsylvania,3979,0,273-277 Montgomery Ave,,Bala Cynwyd,Montgomery,,1,Penn Federal Savings and Loan Association of Philadelphia,29987,,,,,19004
29737,New Jersey,3983,0,350 George St,,New Brunswick,Middlesex,,1,First Savings and Loan Association,28406,,,,,8903
29740,Ohio,3990,0,114 East Third Street,139782,Delphos,Allen,89091,1,Citizens Bank of Delphos,12969,3.578282824,-0.73,36.62,-8.83,45833
29741,Ohio,3992,0,207 W Washington Row,63717,Sandusky,Erie,61037,1,Savings Building and Loan Company,29422,0.629934487,0.85,88.95,109.31,44870
29754,Wisconsin,4029,0,234 Keller Avenue,97262,Amery,Polk,59928,1,Northwest Savings Bank,15241,0.00838223,0.01,0.06,0.06,54001
29757,Georgia,4039,0,115 North Main Street,,Statesboro,Bulloch,,1,First Federal Savings and Loan Association,28767,,,,,30458
29766,Iowa,4057,0,109 East 7th Street,78217,Carroll,Carroll,72264,1,First Federal Savings Bank,30158,1.033207566,0.24,14.92,3.34,51401
29770,Kentucky,4062,0,630 Jefferson Street,130938,Paducah,Mccracken,149064,1,First Federal Savings and Loan Association,0,-15.68982125,-19.54,0,0,42001
29778,Ohio,4074,0,127 North Market Street,41796,East Palestine,Columbiana,40973,1,State Savings and Loan Association,28114,1.202923151,5.79,0,0,44413
29793,Kansas,4098,0,800 Poyntz Avenue,78653,Manhattan,Riley,68367,1,Manhattan National Bank,5826,0.77268196,0.8,8.33,8.45,66502
29810,Hawaii,4124,0,188 Merchant Street,2767104,Honolulu,Honolulu,1979218,1,"Honfed Bank, A FSB",33151,1.041498301,0.74,16.99,11.74,96813
29812,Montana,4131,0,2929 Third Ave N,83226,Billings,Yellowstone,80449,1,First Federal Savings and Loan Association,28280,-0.461780231,-1.11,-22.24,-54.81,59101
29825,Ohio,4151,0,3133 Madison Road,362532,Cincinnati,Hamilton,311927,1,"First Financial Savings Association, FA",743,1.072148464,0.91,9.49,7.92,45209
29827,New York,4153,0,249 East Park Avenue,890776,Long Beach,Nassau,848439,1,Central Federal Savings FSB,33277,-1.460102992,-1.95,0,0,11561
29834,Louisiana,4164,0,821 Common St,,New Orleans,Orleans,,1,Oak Homestead Association,30661,,,,,70112
29836,Ohio,4168,0,7050 Broadway,,Cleveland,Cuyahoga,,1,United Savings Association,28387,,,,,44105
29844,New Jersey,4188,0,989 Mc Bride Avenue,511522,West Paterson,Passaic,474313,1,"Prospect Park Savings Bank, SLA",33384,-1.785195867,-1.79,-77.87,-77.87,7424
29855,New York,4209,0,31 East Main St,1277433,Rochester,Monroe,1078091,1,Columbia Banking Federal Savings and Loan Association,33610,0.59339765,0.59,0,0,14614
29883,Texas,4258,0,5 So Chadbourne St,124534,San Angelo,Tom Green,162840,1,San Angelo Savings Association,32623,-18.27396151,-18.7,0,0,76903
29890,Arizona,4269,0,32 N Stone Ave,3366670,Tucson,Pima,2486103,1,"Great American First Savings Bank, FSB",28041,-0.489160756,-0.49,-12.62,-12.62,85701
29893,Tennessee,4274,0,401 Union Street,904818,Nashville,Davidson,763950,1,"Fidelity Federal Bank, A Federal Savings Bank",4979,-0.009921888,0.28,-0.13,3.52,37219
29895,District Of Columbia,4279,0,610 13th St N W,,Washington,District Of Columbia,,1,First Federal Savings and Loan Association,28093,,,,,20005
29914,Pennsylvania,4323,0,112 Chesley Drive,247673,Media,Delaware,212999,1,Elmwood Federal Savings Bank,26007,1.029425891,1.03,11.52,11.52,19063
29938,Illinois,4385,0,5359 W Fullerton Avenue,,Chicago,Cook,,1,Alliance Savings and Loan Association,28244,,,,,60639
29949,California,4409,0,225 East Broadway,,Glendale,Los Angeles,,1,Fidelity Federal Savings and Loan Association,30700,,,,,91209
29957,Illinois,4424,0,110 South 14th Street,,Murphysboro,Jackson,,1,Southern Illinois Savings and Loan Association,27722,,,,,62966
29973,Maryland,4459,0,100 West Road,1376052,Baltimore,Baltimore,870056,1,Susquehanna Bank,9694,0.984804803,0.98,11.97,11.97,21204
29996,North Carolina,4508,0,132 South Caldwell Street,130928,Brevard,Transylvania,119355,1,Brevard Federal Savings and Loan Association,33184,0.565301545,0.57,8.65,8.65,28712
30007,Michigan,4534,0,27255 Lahser Rd,,Southfield,Oakland,,1,Surety Federal Savings and Loan Association,29342,,,,,48034
30009,Illinois,4537,0,50 East Main Street,820337,Galesburg,Knox,695761,1,"Westinghouse Federal Bank, A Federal Savings Bank",28939,0.682242787,0.66,11.55,10.34,61401
30023,Ohio,4567,0,100 West Main Street,167049,Xenia,Greene,141996,1,Peoples Savings Bank,29119,-3.181858551,0.65,-22.45,4.48,45385
30029,New Jersey,4593,0,552 Landis Ave,55778,Vineland,Cumberland,50969,1,Landis Savings Bank S.L.A.,27339,0.512056819,0.19,6.85,2.46,8360
30032,Pennsylvania,4600,0,"11 Penn Center, 1835 Market Street, Suite 2601",180904,Philadelphia,Philadelphia,140258,1,Pennsylvania Savings Bank,27013,0.769515104,0.8,5.78,6.35,19103
30035,Ohio,4605,0,33 East Second Street,,Dayton,Montgomery,,1,Homestead Federal Savings and Loan Association,29119,,,,,45402
30057,Ohio,4655,0,300 Croghan,,Fremont,Sandusky,,1,Sandusky County Federal Savings and Loan Association,29411,,,,,43420
30060,Massachusetts,4658,0,60 Bedford Street,111831,Fall River,Bristol,93899,1,Lafayette Federal Savings Bank,26634,0.179533746,0.18,1.76,1.75,2720
30069,Pennsylvania,4679,0,814 Montgomery Ave,,Narberth,Montgomery,,1,Public Federal Savings and Loan Association,29381,,,,,19072
30080,New Jersey,4702,0,744 Broad Street,4827462,Newark,Essex,2716356,1,"Carteret Savings Bank, FA",33749,0.237040941,0.26,23.59,24.38,7102
30082,Iowa,4707,0,999 Home Plaza,454932,Waterloo,Black Hawk,236429,1,"Magna Bank, FSB",20606,0.457286935,0.77,4.01,6.5,50701
30087,Kentucky,4722,0,1218 East Broadway,181992,Campbellsville,Taylor,154360,1,"Community Trust Bank, FSB",2720,1.160072248,1.11,13.19,12.14,42718
30100,Alabama,4743,0,255 Grant Street S E,252351,Decatur,Morgan,223779,1,"BANKFIRST, a federal savings bank",29291,0.707660323,-0.14,10.94,-2.22,35602
30107,Illinois,4758,0,1920 N Sheridan Rd,,Highland Park,Lake,,1,Highland Park Federal Savings and Loan Association,27659,,,,,60035
30123,Virginia,4794,0,400 George St,520002,Fredericksburg,Fredericksburg City,381566,1,Fredericksburg State Bank,22584,0,0,0,0,22401
30129,Michigan,4808,0,425 Third Avenue,8548,Iron River,Iron,8084,1,Iron Federal Savings and Loan Association,28039,1.118976111,1.36,23.17,27.36,49935
30142,North Carolina,4831,0,124 East Waters Street,46807,Plymouth,Washington,41067,1,"Seaboard Savings Bank, Inc., SSB",2026,-0.506305012,-4.21,-4.04,-34.59,27962
30147,New Jersey,4839,0,136 Market St,245785,Paterson,Passaic,244812,1,"United Savings Bank, SLA",33045,-1.998402272,-2,-351.77,-351.77,7505
29217,Arkansas,3115,0,#1 Market Place,101213,Hot Springs,Garland,130740,1,"Landmark Savings Bank, FSB",97,-14.95861744,-14.96,0,0,71901
29233,Nebraska,3141,0,1103 B Street,,Schuyler,Colfax,,1,Security Federal Savings and Loan Association,29318,,,,,68661
29243,Ohio,3160,0,4857 Glenway Ave,9265,Cincinnati,Hamilton,8692,1,Hawthorne Federal Savings and Loan Association,30258,0.118960556,0,1.89,0,45238
29262,Colorado,3185,0,311 South 5th St,,Lamar,Prowers,,1,First Federal Savings and Loan Association,28551,,,,,81052
29264,Kansas,3187,0,308 South Washington,103711,Wellington,Sumner,126762,1,First Federal Savings Bank of Kansas,0,-7.133483554,-3.99,0,0,67152
29275,Florida,3202,0,203 North Green Street,100474,Marianna,Jackson,85751,1,First Federal Savings Bank,18114,1.335107408,1.34,9.75,9.62,32446
29285,South Dakota,3224,0,109 First Avenue Southeast,117733,Watertown,Codington,100713,1,Bank of South Dakota,6079,1.233537775,2.82,12.98,30.39,57201
29286,Iowa,3227,0,17 S 4th Street,,Clear Lake,Cerro Gordo,,1,First Federal Savings and Loan Association of Clear Lake,29500,,,,,50428
29287,Iowa,3228,0,4th And Locust,895845,Des Moines,Polk,715825,1,United Federal Savings Bank of Iowa,33358,-1.286550645,0.19,0,0,50308
29298,New York,3240,0,341 Post Ave,167526,Westbury,Nassau,151944,1,"Bank of Westbury, a Federal Savings Bank",29210,0.359459883,0.33,5.54,4.92,11590
29304,Tennessee,3249,0,115 Washington Avenue,,Union City,Obion,,1,First Federal Savings and Loan Association,30392,,,,,38261
29309,Florida,3259,0,200 Broadway,323205,Kissimmee,Osceola,285993,1,First Federal Savings and Loan Association of Osceola County,21350,0.849218425,0.96,13.06,14.65,34741
29314,Florida,3268,0,1600 Tamiami Trail,380756,Port Charlotte,Charlotte,337177,1,First Federal Savings Bank of Charlotte County,33890,-1.04188761,-7.11,-9.84,-70.76,33948
29318,Nebraska,3273,0,10802 Farnam Drive,225004,Omaha,Douglas,175737,1,Heritage FSB,32896,-1.108468753,-1.86,-271.19,-6839.34,68102
29326,Louisiana,3285,0,903 Belle Terre Drive,963972,Laplace,St. John The Baptist,836292,1,"Landmark Savings Bank, SSB",32090,-5.048880234,-9.41,-66.02,-147.6,70068
29330,Georgia,3292,0,198 East Parker Street,118137,Baxley,Appling,96443,1,Baxley Federal Bank,19797,1.651170352,4.42,19.22,50.58,31513
29337,Wisconsin,3303,0,850 North Plankinton Avenue,,Milwaukee,Milwaukee,,1,First Milwaukee Savings and Loan Association,29226,,,,,53203
29366,Florida,3343,0,1390 Main Street,1639683,Sarasota,Sarasota,1469779,1,United First Federal Savings and Loan Association,0,0.699127558,0.73,14.5,14.77,33577
29383,Illinois,3366,0,2320 Thorton Road,355332,Lansing,Cook,303174,1,Concordia Federal Bank for Savings,33104,0.039420464,0.04,0,0,60438
29389,Tennessee,3375,0,622 W First North St,136582,Morristown,Hamblen,113466,1,Franklin Federal Savings Bank,15409,-2.195320396,-3.04,-23.91,-36.29,37814
29391,Mississippi,3377,0,100 Bates Street,22622,Batesville,Panola,20363,1,New South Bank,12437,2.042230554,1.55,23.35,17.25,38606
29394,Kentucky,3384,0,P O Box 69,32017,Princeton,Caldwell,22953,1,"Princeton Federal Bank, fsb",8795,-0.162670804,-2.69,-1.15,-19.04,42445
29409,New York,3408,0,1457 Broadway,,New York City,New York,,1,Ninth Federal Savings and Loan Association,28678,,,,,10036
29414,Illinois,3417,0,3525 West 63rd St,385119,Chicago,Cook,312731,1,Southwest Federal Savings and Loan Association of Chicago,28902,1.115501312,1.12,12.5,12.5,60629
29419,Florida,3423,0,2045 14th Avenue,,Vero Beach,Indian River,,1,Indian River Federal Savings and Loan Association,28608,,,,,32960
29431,Ohio,3440,0,Washington & Broadway,128251,East Liverpool,Columbiana,115219,1,Potters Bank,28114,-7.558289708,-7.56,-90.77,-90.77,43920
29442,Arkansas,3455,0,522 Third St,38551,Newport,Jackson,28580,1,Newport Federal Savings Bank,33538,0.627104269,0.63,5.4,5.4,72112
29444,Louisiana,3457,0,901 Lakeshore Drive,449258,Lake Charles,Calcasieu,398844,1,Louisiana Savings Association,32885,-2.375941947,-2.76,0,0,70601
29450,Ohio,3470,0,85 East Gay St,,Columbus,Franklin,,1,Ohio State Federal Savings and Loan Association,29119,,,,,43215
29451,Pennsylvania,3474,0,One Vanguard Center,176858,Vandergrift,Westmoreland,150691,1,Vanguard Federal Savings Bank,32950,-2.193644609,-6.93,-112.58,-554.97,15690
29473,New York,3511,0,283 Genesee Street,124713,Utica,Oneida,97852,1,"The Homestead Savings, FA",15956,0.385327751,0.31,6.66,5.33,13501
29484,South Carolina,3532,0,425 Main Street,460585,Greenwood,Greenwood,307789,1,"United Savings Bank, FSB",18395,0.503763169,0.1,6.24,1.17,29646
29491,Pennsylvania,3544,0,137 W Fourth St,,Williamsport,Lycoming,,1,Williamsport Federal Savings and Loan Association,27957,,,,,17701
29494,Texas,3547,0,500 Main St,129260,Big Spring,Howard,113233,1,First Federal Savings and Loan Association,32648,-16.85653026,-33.05,0,0,79720
29508,Georgia,3573,0,401 Pine Avenue,166337,Albany,Dougherty,159449,1,Albany First Federal Savings and Loan Association,16331,-4.913612417,-9.55,0,0,31701
29524,California,3590,0,99 Post Street,3996500,San Francisco,San Francisco,2703385,1,San Francisco Federal Savings and Loan Association,32643,0.255238215,0.38,4.42,6.51,94104
29531,Louisiana,3606,0,195 North Sixth Street,128496,Ponchatoula,Tangipahoa,71335,1,Homestead Bank,14028,0.177807299,0.22,1.92,2.35,70454
29536,Minnesota,3616,0,202 Second Avenue S E,,Pipestone,Pipestone,,1,Pipestone F Savings and Loan Association,28330,,,,,56164
29541,Connecticut,3633,0,15 Masonic St,238194,New London,New London,224473,1,"Coastal Savings Bank, FSB",33613,-1.398166461,-1.4,-92.98,-92.98,6320
29551,Virginia,3648,0,2101 Parks Avenue,565962,Virginia Beach,Virginia Beach City,395440,1,First Coastal Bank,33184,0.593502863,0.22,8.04,2.75,23451
29563,New York,3671,0,160 Main St,249533,Sayville,Suffolk,264912,1,Eastern Federal Savings and Loan Association of Sayville,28922,-1.22273705,-2.06,0,0,11782
29580,Indiana,3695,0,9321 Wicker Avenue,198852,Saint John,Lake,150957,1,Security Federal Bank & Trust,16606,-0.319960309,-0.32,-2.08,-2.08,46373
29589,Indiana,3710,0,7700 Broadway,,Merrillville,Lake,,1,Steel City Federal Savings and Loan Association,29025,,,,,46410
29595,North Carolina,3722,0,2506 Randleman Road,804316,Greensboro,Guilford,639124,1,"First American Savings Bank, F.S.B.",33608,1.665991126,1.67,0,0,27406
29596,Indiana,3723,0,136 East Harriman,159490,Bargersville,Johnson,118209,1,First Community Bank and Trust,5766,0.653779228,0.71,3.79,4.06,46106
29610,Iowa,3754,0,101 West Fifth St,129073,Spencer,Clay,144646,1,Northwest Federal Savings and Loan Association of Spencer,32647,-26.79715249,-55.4,0,0,51301
29631,Maryland,3780,0,11 West Ridgely Road,69915,Lutherville,Baltimore,59874,1,Wyman Park Federal Savings and Loan Association,28312,0.739159707,0.8,5.96,6.28,21093
29639,Vermont,3793,0,9 Main St,,Randolph,Orange,,1,Randolph Savings and Loan Association,29649,,,,,5060
29643,Pennsylvania,3806,0,One Kensington Square,107564,New Kensington,Westmoreland,98599,1,Peoples Federal Savings and Loan Association,33329,-0.313773844,1.39,0,0,15068
29662,Georgia,3845,0,750 Perry Street Sw,318789,Lawrenceville,Gwinnett,284897,1,"Gwinnett Federal Bank, Federal Savings Bank",2116,-0.36023767,-5.13,-3.27,-48.59,30245
29665,Wisconsin,3849,0,420 South Koeller Street,258683,Oshkosh,Winnebago,172147,1,"Oshkosh Savings Bank, F.S.B.",28744,0.832030855,0.83,7.73,7.73,54901
29680,Illinois,3875,0,230 W Main St,,Havana,Mason,,1,Havana Savings and Loan Association,27830,,,,,62644
29689,Indiana,3889,0,2930 West Cleveland Road,105110,South Bend,St Joseph,68034,1,Sobieski Bank,28153,-2.160357653,-1.77,-62.82,-56.34,46619
29697,Connecticut,3907,0,622 West Avenue,131505,Norwalk,Fairfield,120496,1,First Federal Savings Bank,18188,-0.378939171,-2.74,-19.9,-140.58,6850
29702,New Mexico,3916,0,300 N Pennsylvania Ave,545168,Roswell,Chaves,386106,1,First Federal Bank,28088,1.069658174,1.18,10.43,11,88201
29706,Ohio,3921,0,7840 Montgomery Road,1002305,Cincinnati,Hamilton,900679,1,Hunter Savings Association,744,1.273319278,1.79,16.17,21.99,45236
29718,Tennessee,3946,0,211 S College St,55931,Trenton,Gibson,62049,1,Century Federal Savings Bank,2391,-7.56974202,-7.57,0,0,38382
29720,Florida,3950,0,204 Pearl St,,Jacksonville,Duval,,1,Fidelity Federal Savings and Loan Association,29251,,,,,32201
29724,Georgia,3954,0,712 West Peachtree St Nw,159982,Atlanta,Fulton,151424,1,Southern Federal Savings and Loan Association of Georgia,33630,-3.368352478,-0.13,-433.38,-60.25,30308
29725,Pennsylvania,3955,0,25 South Morton Avenue,17151,Morton,Delaware,16629,1,Morton Savings Bank,28793,-5.42483871,-6.3,-123.83,-200.18,19070
29727,New York,3963,0,722 Lexington Ave,,New York City,New York,,1,Knickerbocker Federal Savings and Loan Association,28678,,,,,10022
30679,Illinois,5739,0,120 West Market Street,,Troy,Madison,,1,United Savings and Loan Association of Troy,27762,,,,,62294
30682,Virginia,5743,0,Corner Franklin & Adams Streets,937332,Petersburg,Petersburg City,669352,1,"Virginia First Savings, FSB",22584,-0.121797456,-0.12,-0.74,-0.74,23803
30686,Ohio,5750,0,316 Second Street,17787,Marietta,Washington,17762,1,Liberty Savings Bank,33396,-1.409198938,-1.41,0,0,45750
30702,Illinois,5772,0,211 South Quincy,,Clinton,De Witt,,1,Central Illinois BL and Homestead Association,30620,,,,,61727
30706,South Carolina,5777,0,221 King Street,,Charleston,Charleston,,1,State Federal Savings and Loan Association,28439,,,,,29401
30721,California,5799,0,8134 Foothill Boulevard,,Sunland,Los Angeles,,1,Homestead Savings and Loan Association - South,28218,,,,,91040
30727,Georgia,5807,0,691 Cherry Street,,Macon,Bibb,,1,Home Federal Savings and Loan Association,28241,,,,,31201
30734,New Jersey,5826,0,296 White Horse Pike,51954,Atco,Camden,50512,1,New Jersey Savings and Loan Association,27339,-0.046075872,-0.05,-2.14,-2.14,8004
30736,Kentucky,5829,0,25 N Ft Thomas Ave,98379,Fort Thomas,Campbell,65013,1,"Fort Thomas Savings Bank, F.S.B.",33022,1.112069403,1.11,8.42,8.42,41075
30740,Arkansas,5836,0,E Page And Keith Street,45107,Malvern,Hot Spring,52183,1,First Federal Savings and Loan Association,0,-8.609719212,-4.29,0,0,72104
30742,Iowa,5843,0,825 Central Avenue,434876,Fort Dodge,Webster,365555,1,First Federal Savings Bank of Iowa,15289,0.132578983,0.13,1.42,1.42,50501
30753,North Dakota,5857,0,202 Main Street,,Williston,Williams,,1,Northwestern Federal Savings and Loan Association of Williston,28256,,,,,58801
30758,New Jersey,5866,0,460 Bergen Boulevard,474327,Palisades Park,Bergen,350087,1,Metrobank for Savings FSB,33448,-1.996559896,-2,-183.33,-183.33,7650
30766,South Carolina,5884,0,201 Trade St,,Fountain Inn,Greenville,,1,United Federal Savings and Loan Association,28574,,,,,29644
30799,Ohio,5938,0,5511 Cheviot Road At North Bend,548973,Cincinnati,Hamilton,370558,1,The Winton Savings and Loan Company,803,-0.022818299,-2.62,-0.27,-32.35,45247
30810,Pennsylvania,5954,0,2nd & Chestnut St,39232,Coatesville,Chester,36941,1,Penn Valley Savings Association,30944,0.376530467,-0.14,7.97,-2.97,19320
30822,Wisconsin,5971,0,510 Second Street,,Algoma,Kewaunee,,1,Algoma Savings and Loan Association,30208,,,,,54201
30833,Florida,5985,0,1720 Harrison St,1133191,Hollywood,Broward,876736,1,"Home Savings Bank, F.S.B.",24398,0.791598319,-0.57,3.96,-2.83,33020
30849,Colorado,6010,0,655 Broadway,,Denver,Denver,,1,Silverado Savings and Loan Association,30760,,,,,80203
30887,Washington,6063,0,1259 West Pioneer Way/Island,2791102,Oak Harbor,Island,1706818,1,Pacific Northwest Bank,3511,1.248988982,1.25,4.65,4.65,98277
30891,Texas,6070,0,119 South Market Street,56460,Carthage,Panola,45190,1,Shelby-Panola Savings Association,29221,0.999864085,0.57,5.34,3.01,75633
30906,Maryland,6094,0,26 West St,,Annapolis,Anne Arundel,,1,Capital City Federal Savings and Loan Association,29840,,,,,21401
30909,Illinois,6102,0,1775 E Court St,137052,Kankakee,Kankakee,133238,1,Crest Savings,32831,0.165067925,0.29,5.55,80.9,60901
