Cert,Report_Period,Institution_Name,City,State,Class,Total_Assets,Total_Deposits
2138,20230930,QUEENSBOROUGH NATIONAL BANK & TRUST COMPANY,LOUISVILLE,GA,N,1910562,1748626
2145,20230930,BANK OF MONTICELLO,MONTICELLO,GA,NM,153430,136622
2154,20230930,THE GEO. D. WARTHEN BANK,SANDERSVILLE,GA,NM,211705,190803
2157,20230930,FIRST STATE BANK OF RANDOLPH COUNTY,CUTHBERT,GA,NM,82836,84857
2160,20230930,THE FIRST NATIONAL BANK OF WAYNESBORO,WAYNESBORO,GA,N,197174,163788
2205,20230930,BANK OF THE ROCKIES,WHITE SULPHUR SP,MT,NM,242529,206094
2208,20230930,FIRST NORTHERN BANK OF WYOMING,BUFFALO,WY,SM,746781,688724
2224,20230930,"BANK OF BRIDGER, NATIONAL ASSOCIATION",BRIDGER,MT,N,739758,682321
2228,20230930,RNB STATE BANK,RAWLINS,WY,SM,246446,229134
2229,20230930,RSNB BANK,ROCK SPRINGS,WY,SM,385116,350771
2232,20230930,PINNACLE BANK - WYOMING,CODY,WY,NM,1299256,1183170
2240,20230930,FIRST AMERICAN BANK,ARTESIA,NM,NM,1775767,1471958
2241,20230930,CNB BANK,CARLSBAD,NM,NM,808401,752054
2244,20230930,THE JAMES POLK STONE COMMUNITY BANK,PORTALES,NM,NM,332384,297705
2247,20230930,BANK OF THE SOUTHWEST,ROSWELL,NM,NM,198613,181246
2249,20230930,WESTERN BANK,LORDSBURG,NM,SM,276658,243553
2270,20230930,"ZIONS BANCORPORATION, N.A.",SALT LAKE CITY,UT,N,87269125,75398809
2273,20230930,THE FIRST NATIONAL BANK OF ELY,ELY,NV,N,120043,119335
2284,20230930,NORTH VALLEY BANK,ZANESVILLE,OH,SM,321783,282863
2285,20230930,THE GENOA BANKING COMPANY,GENOA,OH,SM,572988,500426
2286,20230930,BUCKEYE STATE BANK,POWELL,OH,NM,418266,306382
2289,20230930,COMMODORE BANK,SOMERSET,OH,NM,90540,85553
2290,20230930,THE FARMERS SAVINGS BANK,SPENCER,OH,NM,277815,238747
2300,20230930,THE BANK OF MAGNOLIA COMPANY,MAGNOLIA,OH,NM,98039,87089
2301,20230930,THE FIRST STATE BANK,BOISE CITY,OK,NM,130143,114841
2308,20230930,WASHITA VALLEY BANK,FORT COBB,OK,NM,58264,49893
2315,20230930,ARMSTRONG BANK,MUSKOGEE,OK,NM,2446898,2295502
2317,20230930,METHOD BANK,WYANDOTTE,OK,SM,95017,72387
2320,20230930,CARSON COMMUNITY BANK,STILWELL,OK,NM,161107,144161
2326,20230930,AVB BANK,BROKEN ARROW,OK,NM,460993,415740
2327,20230930,LOCAL BANK,HULBERT,OK,SM,327794,270207
2328,20230930,"AMERICAN EXCHANGE BANK, LINDSAY, OKLAHOMA",LINDSAY,OK,NM,79951,71418
2331,20230930,PEOPLES BANK AND TRUST COMPANY,RYAN,OK,NM,44180,35026
2359,20230930,MAUCH CHUNK TRUST COMPANY,JIM THORPE,PA,NM,644824,575049
2379,20230930,BANK OF GLEASON,GLEASON,TN,NM,121899,101690
2380,20230930,CARROLL BANK AND TRUST,HUNTINGDON,TN,SM,484447,413987
2391,20230930,SECURITY BANK,NEWBERN,TN,SM,213023,182415
2443,20230930,CLEAR MOUNTAIN BANK,BRUCETON MILLS,WV,SM,927650,779125
2444,20230930,"CLAY COUNTY BANK, INC.",CLAY,WV,NM,120608,105194
2448,20230930,"PIONEER COMMUNITY BANK, INC.",IAEGER,WV,NM,162653,142533
2452,20230930,WEST UNION BANK,WEST UNION,WV,NM,249294,232766
2453,20230930,DAVIS TRUST COMPANY,ELKINS,WV,NM,229571,168462
2455,20230930,THE BANK OF BRODHEAD,BRODHEAD,WI,SM,293173,240518
2467,20230930,CITIZENS STATE BANK,CADOTT,WI,NM,222200,184154
2468,20230930,NORTHWESTERN BANK,CHIPPEWA FALLS,WI,SM,614398,555552
2469,20230930,BADGER BANK,FORT ATKINSON,WI,NM,192486,154947
2477,20230930,BANK OF DEERFIELD,DEERFIELD,WI,NM,218357,181856
2482,20230930,NEKOOSA PORT EDWARDS STATE BANK,NEKOOSA,WI,NM,245405,210799
2496,20230930,THE NATIONAL IRON BANK,SALISBURY,CT,N,300323,255465
2608,20230930,THE NATIONAL GRAND BANK OF MARBLEHEAD,MARBLEHEAD,MA,N,418115,358685
2616,20230930,MILLBURY NATIONAL BANK,MILLBURY,MA,N,117030,99213
2682,20230930,THE FIRST NATIONAL BANK OF BROOKSVILLE,BROOKSVILLE,KY,N,74048,67244
2691,20230930,CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY,LONDON,KY,N,716078,653601
2695,20230930,THE FIRST NATIONAL BANK OF GRAYSON,GRAYSON,KY,N,317759,283983
2700,20230930,FIRST SOUTHERN NATIONAL BANK,LANCASTER,KY,N,1220116,1113313
2708,20230930,THE FIRST NATIONAL BANK OF MANCHESTER,MANCHESTER,KY,N,220473,200949
2710,20230930,"FIRST STATE BANK OF THE SOUTHEAST, INC",MIDDLESBORO,KY,NM,404443,348817
2711,20230930,"TRADITIONAL BANK, INC.",MOUNT STERLING,KY,NM,2310384,2001168
2718,20230930,"CITIZENS BANK OF KENTUCKY, INC.",PAINTSVILLE,KY,SM,669146,595654
2720,20230930,"COMMUNITY TRUST BANK, INC.",PIKEVILLE,KY,SM,5606645,4640242
2723,20230930,THE SALYERSVILLE NATIONAL BANK,SALYERSVILLE,KY,N,138337,102683
2725,20230930,THE CITIZENS NATIONAL BANK OF SOMERSET,SOMERSET,KY,N,614466,512325
2733,20230930,BANK OF BUFFALO,BUFFALO,KY,SM,99150,79767
2735,20230930,FIRST NATIONAL BANK OF KENTUCKY,CARROLLTON,KY,N,210221,185419
2738,20230930,"FIRST & FARMERS NATIONAL BANK, INC.",SOMERSET,KY,N,642614,562469
2740,20230930,THE FARMERS NATIONAL BANK OF DANVILLE,DANVILLE,KY,N,890413,818663
2750,20230930,THE LINCOLN NATIONAL BANK OF HODGENVILLE,HODGENVILLE,KY,N,418882,360425
2753,20230930,THE CITIZENS NATIONAL BANK OF LEBANON,LEBANON,KY,N,153222,146913
2754,20230930,THE FARMERS NATIONAL BANK OF LEBANON,LEBANON,KY,N,125473,114709
2759,20230930,"FNB BANK, INC.",MAYFIELD,KY,NM,645224,592792
2765,20230930,FARMERS BANK AND TRUST COMPANY,PRINCETON,KY,NM,199475,179951
2767,20230930,THE FIRST NATIONAL BANK OF RUSSELL SPRINGS,RUSSELL SPRINGS,KY,N,333752,303167
2777,20230930,MIDSOUTH BANK,DOTHAN,AL,NM,596084,553593
2779,20230930,THE FIRST NATIONAL BANK AND TRUST,ATMORE,AL,N,218025,200342
2784,20230930,FIRST BANK OF BOAZ,BOAZ,AL,NM,241418,204145
2787,20230930,COMMUNITY NEIGHBOR BANK,CAMDEN,AL,NM,156433,124238
2794,20230930,DOZIER BANK,DOZIER,AL,NM,52030,40031
2804,20230930,THE FIRST NATIONAL BANK OF HARTFORD,HARTFORD,AL,N,142709,127418
2805,20230930,HNB FIRST BANK,HEADLAND,AL,NM,219299,196911
2828,20230930,FRIEND BANK,SLOCOMB,AL,NM,180021,156784
2829,20230930,FIRST SOUTHERN STATE BANK,STEVENSON,AL,NM,765940,718997
2832,20230930,FIRST BANK OF ALABAMA,TALLADEGA,AL,NM,963224,893421
2838,20230930,AMERIFIRST BANK,MONTGOMERY,AL,NM,310907,278231
2850,20230930,FARMERS BANK,BUHL,ID,NM,649411,508018
2945,20230930,STATE BANK NORTHWEST,SPOKANE VALLEY,WA,NM,234968,204357
2987,20230930,BAKER-BOYER NATIONAL BANK,WALLA WALLA,WA,N,738619,646628
3017,20230930,HIGH PLAINS BANK,FLAGLER,CO,SM,388824,321305
3018,20230930,THE FIRST NATIONAL BANK OF FLEMING,FLEMING,CO,N,28250,24486
3019,20230930,ROCKY MOUNTAIN BANK & TRUST,FLORENCE,CO,NM,120359,89167
3029,20230930,THE FIRST NATIONAL BANK OF HUGO,HUGO,CO,N,144143,124436
3031,20230930,POINTS WEST COMMUNITY BANK,WINDSOR,CO,NM,773310,701019
3034,20230930,FIRST NATIONAL BANK COLORADO,LAS ANIMAS,CO,N,547665,480456
3047,20230930,FIRST COLORADO NATIONAL BANK,PAONIA,CO,N,82976,72586
3063,20230930,FIRST PIONEER NATIONAL BANK,WRAY,CO,N,236770,193571
3066,20230930,"FIRST FINANCIAL BANK, NATIONAL ASSOCIATION",ABILENE,TX,N,12720171,10857679
3067,20230930,"CLEAR FORK BANK, NATIONAL ASSOCIATION",ALBANY,TX,N,795818,681023
3075,20230930,THE FIRST NATIONAL BANK OF ANDERSON,ANDERSON,TX,N,207333,185391
3076,20230930,INDEPENDENT BANK,MCKINNEY,TX,NM,18513997,15345598
3078,20230930,THE FIRST NATIONAL BANK OF ANSON,ANSON,TX,N,74169,69012
3079,20230930,THE FIRST NATIONAL BANK OF ASPERMONT,ASPERMONT,TX,N,102813,97053
3087,20230930,THE FIRST NATIONAL BANK OF BALLINGER,BALLINGER,TX,N,249128,228229
3091,20230930,THE FIRST NATIONAL BANK OF BASTROP,BASTROP,TX,N,926282,852788
3098,20230930,"CENDERA BANK, NATIONAL ASSOCIATION",BELLS,TX,N,182011,146180
3099,20230930,THE FIRST NATIONAL BANK OF BELLVILLE,BELLVILLE,TX,N,735645,747563
3103,20230930,THE STATE NATIONAL BANK OF BIG SPRING,BIG SPRING,TX,N,548261,516479
3108,20230930,"LEGEND BANK, N.A.",BOWIE,TX,N,1036496,927861
3109,20230930,THE BRADY NATIONAL BANK,BRADY,TX,N,143801,128620
3110,20230930,THE COMMERCIAL NATIONAL BANK OF BRADY,BRADY,TX,N,275912,258904
3113,20230930,THE BRENHAM NATIONAL BANK,BRENHAM,TX,N,471486,440779
3116,20230930,LONE STAR STATE BANK OF WEST TEXAS,LUBBOCK,TX,SM,1270366,1115331
3121,20230930,FIRST BANK,BURKBURNETT,TX,NM,648723,542841
3126,20230930,"CLASSIC BANK, NATIONAL ASSOCIATION",CAMERON,TX,N,706898,619825
3127,20230930,CITIZENS NATIONAL BANK,CAMERON,TX,N,606108,545387
3133,20230930,THE FIRST BANK OF CELESTE,CELESTE,TX,NM,78644,72464
3140,20230930,CITIZENS BANK,AMARILLO,TX,NM,230311,199828
3144,20230930,THE CITY NATIONAL BANK OF COLORADO CITY,COLORADO CITY,TX,N,271296,212824
3149,20230930,THE FIRST NATIONAL BANK IN COOPER,COOPER,TX,N,51887,45502
3158,20230930,CITIZENS NATIONAL BANK OF CROSBYTON,CROSBYTON,TX,N,67217,56328
3161,20230930,TEXAS HERITAGE NATIONAL BANK,DAINGERFIELD,TX,N,608584,509969
3170,20230930,FARMERS AND MERCHANTS BANK,DE LEON,TX,NM,153026,138860
3178,20230930,BANK OF HOUSTON,HOUSTON,TX,NM,687628,568962
3179,20230930,THE FIRST NATIONAL BANK OF EAGLE LAKE,EAGLE LAKE,TX,N,157036,132024
3182,20230930,MAPLEMARK BANK,DALLAS,TX,NM,1200829,1020511
3183,20230930,NEWFIRST NATIONAL BANK,EL CAMPO,TX,N,977535,870625
3184,20230930,THE FIRST NATIONAL BANK OF ELDORADO,ELDORADO,TX,N,93965,74067
3190,20230930,THE FIRST NATIONAL BANK OF EVANT,EVANT,TX,N,161528,139964
3193,20230930,THE FALLS CITY NATIONAL BANK,FALLS CITY,TX,N,562266,487463
3195,20230930,FAYETTEVILLE BANK,FAYETTEVILLE,TX,NM,533910,571691
3197,20230930,FIRST TEXAS NATIONAL BANK,FLOYDADA,TX,N,149199,129555
3206,20230930,"TEXAS GULF BANK, NATIONAL ASSOCIATION",HOUSTON,TX,N,681036,598692
3210,20230930,THE MOODY NATIONAL BANK,GALVESTON,TX,N,1685602,1431089
3217,20230930,FIRST NATIONAL BANK OF GIDDINGS,GIDDINGS,TX,N,294361,260346
3218,20230930,THE FIRST NATIONAL BANK OF EAST TEXAS,GILMER,TX,N,537317,480816
3219,20230930,"GILMER NATIONAL BANK, GILMER, TEXAS",GILMER,TX,N,311825,275000
3225,20230930,"TITAN BANK, N.A.",MINERAL WELLS,TX,N,524380,479335
3226,20230930,CIERA BANK,GRAHAM,TX,SM,925832,745992
3228,20230930,THE FIRST NATIONAL BANK OF GRANBURY,GRANBURY,TX,N,876269,806609
3230,20230930,GRANDVIEW BANK,GRANDVIEW,TX,NM,529542,480393
3232,20230930,THE GRANGER NATIONAL BANK,GRANGER,TX,N,39707,36695
3237,20230930,THE STATE NATIONAL BANK OF GROOM,GROOM,TX,N,37814,33828
3248,20230930,THE FIRST NATIONAL BANK OF HEBBRONVILLE,HEBBRONVILLE,TX,N,82703,73139
3250,20230930,"VERABANK, NATIONAL ASSOCIATION",HENDERSON,TX,N,4038855,3604966
3255,20230930,THE CITIZENS NATIONAL BANK OF HILLSBORO,HILLSBORO,TX,N,207660,192734
3256,20230930,"HORIZON BANK, SSB",AUSTIN,TX,SI,2517168,2113749
3268,20230930,THE FIRST NATIONAL BANK OF HUGHES SPRINGS,HUGHES SPRINGS,TX,N,318608,279184
3269,20230930,FIRST NATIONAL BANK OF HUNTSVILLE,HUNTSVILLE,TX,N,558875,492042
3275,20230930,THE JACKSBORO NATIONAL BANK,JACKSBORO,TX,N,301753,264232
3276,20230930,"AUSTIN BANK, TEXAS NATIONAL ASSOCIATION",JACKSONVILLE,TX,N,2815935,2303395
3279,20230930,THE KARNES COUNTY NATIONAL BANK OF KARNES CITY,KARNES CITY,TX,N,488754,425843
3285,20230930,FIRST NATIONAL BANK TEXAS,KILLEEN,TX,N,4107146,3478663
3286,20230930,"KLEBERG BANK, N.A.",KINGSVILLE,TX,N,709748,618029
3289,20230930,NATIONAL BANK & TRUST,LA GRANGE,TX,N,221764,172506
3292,20230930,THE LAMESA NATIONAL BANK,LAMESA,TX,N,376825,346215
3293,20230930,FIRST TEXAS BANK,LAMPASAS,TX,NM,204594,183022
3301,20230930,FIRST LIBERTY BANK,LIBERTY,TX,SM,468298,407967
3302,20230930,"TEXANA BANK, NATIONAL ASSOCIATION",LINDEN,TX,N,281246,240659
3303,20230930,THE FIRST NATIONAL BANK OF LIPAN,LIPAN,TX,N,28450,26171
3305,20230930,THE FIRST NATIONAL BANK OF LIVINGSTON,LIVINGSTON,TX,N,498232,419640
3320,20230930,"BIG BEND BANKS, N.A.",MARFA,TX,N,153515,139687
3325,20230930,FIRST NATIONAL BANK OF CENTRAL TEXAS,WACO,TX,N,1554074,1250190
3327,20230930,MASON BANK,MASON,TX,SM,140102,117446
3330,20230930,THE FIRST NATIONAL BANK OF MCGREGOR,MC GREGOR,TX,N,871420,794853
3335,20230930,FIRST BANK AND TRUST OF MEMPHIS,MEMPHIS,TX,NM,66375,56613
3336,20230930,MENARD BANK,MENARD,TX,SM,74138,73300
3337,20230930,TEXAS NATIONAL BANK,MERCEDES,TX,N,787468,634007
3339,20230930,THE FIRST NATIONAL BANK OF MERTZON,MERTZON,TX,N,500189,445872
3342,20230930,"INCOMMONS BANK, N.A.",MEXIA,TX,N,245636,218734
3351,20230930,THE FIRST NATIONAL BANK OF MOODY,MOODY,TX,N,56205,46036
3368,20230930,NORMANGEE STATE BANK,NORMANGEE,TX,NM,141847,126835
3376,20230930,OZONA BANK,OZONA,TX,NM,341699,294490
3384,20230930,THE LIBERTY NATIONAL BANK IN PARIS,PARIS,TX,N,414705,356137
3387,20230930,FIRSTBANK SOUTHWEST,AMARILLO,TX,NM,1744293,1435052
3388,20230930,THE PERRYTON NATIONAL BANK,PERRYTON,TX,N,182663,161563
3389,20230930,POINTBANK,PILOT POINT,TX,SM,1010153,969289
3399,20230930,FIRST CAPITAL BANK,QUANAH,TX,SM,81263,72868
3400,20230930,"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION",FRISCO,TX,N,470499,341073
3401,20230930,THE FIRST NATIONAL BANK OF QUITAQUE,QUITAQUE,TX,N,131220,117261
3405,20230930,VANTAGE BANK TEXAS,SAN ANTONIO,TX,SM,3646272,3117002
3430,20230930,WESTAMERICA BANK,SAN RAFAEL,CA,SM,6520076,5701665
3440,20230930,FIRST NORTHERN BANK OF DIXON,DIXON,CA,NM,1902103,1747350
3510,20230930,"BANK OF AMERICA, NATIONAL ASSOCIATION",CHARLOTTE,NC,N,2465234000,1868639000
3511,20230930,"WELLS FARGO BANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,N,1704891000,1370087000
3579,20230930,THE FIRST NATIONAL BANK OF MOUNT DORA,MOUNT DORA,FL,N,383020,341345
3598,20230930,ARCOLA FIRST BANK,ARCOLA,IL,NM,122587,115699
3599,20230930,THE FIRST NATIONAL BANK OF ARENZVILLE,ARENZVILLE,IL,N,134220,123814
3600,20230930,THE FIRST NATIONAL BANK OF ASSUMPTION,ASSUMPTION,IL,N,25246,23410
3601,20230930,THE ATLANTA NATIONAL BANK,ATLANTA,IL,N,69532,62212
3603,20230930,OLD SECOND NATIONAL BANK,AURORA,IL,N,5757068,4625242
3607,20230930,THE FIRST NATIONAL BANK OF BEARDSTOWN,BEARDSTOWN,IL,N,169364,151974
3612,20230930,MIDAMERICA NATIONAL BANK,CANTON,IL,N,605459,539354
3614,20230930,CASEY STATE BANK,CASEY,IL,NM,459888,410532
3639,20230930,FIRST NATIONAL BANK & TRUST COMPANY,CLINTON,IL,N,383124,339267
3657,20230930,FIRST AMERICAN BANK,ELK GROVE VILLAG,IL,NM,6675372,4821210
3661,20230930,UNION NATIONAL BANK AND TRUST COMPANY OF ELGIN,ELGIN,IL,N,358482,314646
3664,20230930,"INB, NATIONAL ASSOCIATION",SPRINGFIELD,IL,N,2108903,1908397
3674,20230930,GRAND RIDGE NATIONAL BANK,GRAND RIDGE,IL,N,338368,290345
3677,20230930,THE HAVANA NATIONAL BANK,HAVANA,IL,N,302556,227395
3688,20230930,THE FIRST NATIONAL BANK OF LACON,LACON,IL,N,87342,81258
3691,20230930,HOMETOWN NATIONAL BANK,LA SALLE,IL,N,312828,279961
3693,20230930,THE LEMONT NATIONAL BANK,LEMONT,IL,N,63627,45418
3698,20230930,FIRST SECURITY BANK,MACKINAW,IL,NM,113109,99168
3701,20230930,"RESOURCE BANK, NATIONAL ASSOCIATION",DEKALB,IL,N,747410,710588
3702,20230930,FIRST BANK OF MANHATTAN,MANHATTAN,IL,SM,256130,239746
3705,20230930,"FIRST MID BANK & TRUST, NATIONAL ASSOCIATION",MATTOON,IL,N,6631741,5059661
3711,20230930,MIDWEST BANK,MONMOUTH,IL,SM,657386,513433
3713,20230930,GRUNDY BANK,MORRIS,IL,SM,358255,313270
3719,20230930,"AMERICAN COMMERCIAL BANK & TRUST, NATIONAL ASSOCIATION",OTTAWA,IL,N,1456453,1247336
3720,20230930,FIRST NATIONAL BANK OF PANA,PANA,IL,N,298310,257461
3722,20230930,PROSPECT BANK,PARIS,IL,NM,724428,545218
3732,20230930,FARMERS NATIONAL BANK,PROPHETSTOWN,IL,N,844245,589659
3745,20230930,FIRST COMMUNITY BANK OF MOULTRIE COUNTY,SULLIVAN,IL,NM,108869,104522
3747,20230930,"FIRST NEIGHBOR BANK, NATIONAL ASSOCIATION",TOLEDO,IL,N,594737,493533
3749,20230930,THE FIRST NATIONAL BANK IN TREMONT,TREMONT,IL,N,153496,132337
3759,20230930,THE ANNA -JONESBORO NATIONAL BANK,ANNA,IL,N,254720,219332
3761,20230930,THE FIRST NATIONAL BANK OF AVA,AVA,IL,N,71549,62457
3762,20230930,GREAT RIVERS BANK,BARRY,IL,NM,169626,141083
3770,20230930,THE FIRST NATIONAL BANK OF BROWNSTOWN,BROWNSTOWN,IL,N,51816,47525
3775,20230930,"CNB BANK AND TRUST, N.A.",CARLINVILLE,IL,N,1636534,1404867
3777,20230930,THE FIRST NATIONAL BANK OF CARMI,CARMI,IL,N,605849,528587
3787,20230930,DIETERICH BANK,EFFINGHAM,IL,SM,1307679,1119829
3792,20230930,THE FAIRFIELD NATIONAL BANK,FAIRFIELD,IL,N,645212,420130
3799,20230930,THE BRADFORD NATIONAL BANK OF GREENVILLE,GREENVILLE,IL,N,600953,491916
3805,20230930,KINMUNDY BANK,KINMUNDY,IL,SM,67202,59093
3807,20230930,THE FIRST NATIONAL BANK OF LITCHFIELD,LITCHFIELD,IL,N,132565,117959
3808,20230930,THE LITCHFIELD NATIONAL BANK,LITCHFIELD,IL,N,129149,113561
3809,20230930,"PEOPLES NATIONAL BANK , N.A.",MOUNT VERNON,IL,N,1693750,1547499
3814,20230930,THE CITY NATIONAL BANK OF METROPOLIS,METROPOLIS,IL,N,439401,354411
3818,20230930,THE FIRST BANK AND TRUST COMPANY OF MURPHYSBORO,MURPHYSBORO,IL,NM,89933,84704
3821,20230930,THE FARMERS AND MERCHANTS NATIONAL BANK OF NASHVILLE,NASHVILLE,IL,N,259632,243510
3826,20230930,THE FIRST NATIONAL BANK OF OKAWVILLE,OKAWVILLE,IL,N,72160,60928
3827,20230930,THE OLD EXCHANGE NATIONAL BANK OF OKAWVILLE,OKAWVILLE,IL,N,81025,73942
3830,20230930,THE FIRST NATIONAL BANK OF RAYMOND,RAYMOND,IL,N,176415,170228
3832,20230930,OLD NATIONAL BANK,EVANSVILLE,IN,N,48759376,37506293
3834,20230930,THE FIRST NATIONAL BANK OF SANDOVAL,SANDOVAL,IL,N,89953,74433
3837,20230930,THE FIRST NATIONAL BANK OF SPARTA,SPARTA,IL,N,102262,92235
3840,20230930,THE FNB COMMUNITY BANK,VANDALIA,IL,SM,471478,407997
3842,20230930,FIRST NATIONAL BANK OF WATERLOO,WATERLOO,IL,N,917430,768582
3845,20230930,SECURITY NATIONAL BANK,WITT,IL,N,98019,84158
3846,20230930,COMMUNITY FIRST BANK OF THE HEARTLAND,MOUNT VERNON,IL,SM,252063,227719
3850,20230930,"FIRST COMMUNITY BANK, XENIA-FLORA",XENIA,IL,SM,53221,47073
3854,20230930,BANK OF 1889,BERRYVILLE,AR,SM,288458,254789
3863,20230930,FIRST NATIONAL BANK OF EASTERN ARKANSAS,FORREST CITY,AR,N,536966,486015
3864,20230930,THE FIRST NATIONAL BANK OF FORT SMITH,FORT SMITH,AR,N,2138404,1801589
3869,20230930,ANSTAFF BANK,GREEN FOREST,AR,SM,1003020,908595
3873,20230930,EAGLE BANK AND TRUST COMPANY,LITTLE ROCK,AR,SM,450917,396320
3887,20230930,FIRST NATIONAL BANK,PARAGOULD,AR,N,2386520,2021667
3890,20230930,SIMMONS BANK,PINE BLUFF,AR,SM,27524271,22390636
3896,20230930,THE FIRST NATIONAL BANK OF LAWRENCE COUNTY AT WALNUT RIDGE,WALNUT RIDGE,AR,N,262151,246058
3902,20230930,FIRST NATIONAL BANK AND TRUST CO. OF BOTTINEAU,BOTTINEAU,ND,N,163393,135007
3919,20230930,HEARTLAND STATE BANK,EDGELEY,ND,SM,66502,55725
3931,20230930,"ALERUS FINANCIAL, NATIONAL ASSOCIATION",GRAND FORKS,ND,N,3864311,2943704
3934,20230930,ASPIRE BANK,FARGO,ND,NM,62567,56238
3973,20230930,FIRST BANK & TRUST,BROOKINGS,SD,NM,4550620,3783095
3977,20230930,DNB NATIONAL BANK,CLEAR LAKE,SD,N,106698,95775
3985,20230930,THE FIRST NATIONAL BANK OF FREDERICK,FREDERICK,SD,N,27711,25371
3999,20230930,FIRST NATIONAL BANK IN PHILIP,PHILIP,SD,N,349556,307784
4009,20230930,"BANKWEST, INC.",PIERRE,SD,NM,1640357,1396618
4016,20230930,THE FIRST NATIONAL BANK IN SIOUX FALLS,SIOUX FALLS,SD,N,1819324,1546921
4028,20230930,FIRST DAKOTA NATIONAL BANK,YANKTON,SD,N,2854796,2608401
4029,20230930,VISION BANK,ADA,OK,SM,916979,791259
4031,20230930,FRAZER BANK,ALTUS,OK,SM,398905,324053
4032,20230930,NBC OKLAHOMA,OKLAHOMA CITY,OK,NM,898513,818876
4033,20230930,"BANCCENTRAL, NATIONAL ASSOCIATION",ALVA,OK,N,338087,325913
4037,20230930,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,ARDMORE,OK,N,677964,536569
4041,20230930,THE FIRST SECURITY BANK,BEAVER,OK,NM,131612,117180
4042,20230930,LEGACY BANK,HINTON,OK,NM,606463,539558
4048,20230930,SPIRITBANK,TULSA,OK,NM,715757,629964
4049,20230930,FIRST ENTERPRISE BANK,OKLAHOMA CITY,OK,NM,198344,174462
4050,20230930,THE FIRST NATIONAL BANK AND TRUST COMPANY OF BROKEN ARROW,BROKEN ARROW,OK,N,250319,220393
4051,20230930,ALLNATIONS BANK,CALUMET,OK,SM,53179,48135
4054,20230930,THE FARMERS BANK,CARNEGIE,OK,NM,78643,69495
4059,20230930,THE PEOPLES NATIONAL BANK OF CHECOTAH,CHECOTAH,OK,N,163753,138880
4061,20230930,ACB BANK,CHEROKEE,OK,NM,129304,107303
4062,20230930,"THE FIRST NATIONAL BANK AND TRUST CO., CHICKASHA, OKLAHOMA",CHICKASHA,OK,N,988640,858575
4063,20230930,MIDFIRST BANK,OKLAHOMA CITY,OK,SB,36634909,21985233
4067,20230930,OKLAHOMA BANK AND TRUST COMPANY,CLINTON,OK,NM,182874,159781
4071,20230930,FNB COWETA,COWETA,OK,SM,112079,102461
4076,20230930,SOUTHWEST BANK OF WEATHERFORD,WEATHERFORD,OK,SM,81815,71208
4084,20230930,THE CITIZENS BANK OF EDMOND,EDMOND,OK,SM,370371,313980
4086,20230930,THE FIRST NATIONAL BANK & TRUST,ELK CITY,OK,N,309826,291872
4087,20230930,BANK OF WESTERN OKLAHOMA,ELK CITY,OK,SM,372881,337342
4091,20230930,"STRIDE BANK, NATIONAL ASSOCIATION",ENID,OK,N,3208378,2994244
4092,20230930,FIRST BANK,ERICK,OK,NM,98517,84116
4094,20230930,BANK OF EUFAULA,EUFAULA,OK,SM,114860,105486
4097,20230930,THE FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW,FAIRVIEW,OK,N,115107,109230
4098,20230930,THE FIRST NATIONAL BANK OF FLETCHER,FLETCHER,OK,N,22567,20808
4111,20230930,FIRST NATIONAL BANK,HEAVENER,OK,N,94467,84400
4122,20230930,1ST BANK IN HOMINY,HOMINY,OK,SM,43389,40270
4123,20230930,THE FIRST NATIONAL BANK OF HOOKER,HOOKER,OK,N,92345,73562
4132,20230930,"THE CITY NATIONAL BANK AND TRUST COMPANY OF LAWTON, OKLAHOMA",LAWTON,OK,N,456252,387309
4134,20230930,THE FIRST NATIONAL BANK OF LINDSAY,LINDSAY,OK,N,97555,85832
4144,20230930,FARMERS AND MERCHANTS BANK,MAYSVILLE,OK,NM,23344,21403
4145,20230930,FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER,MCALESTER,OK,N,542992,478751
4146,20230930,"THE BANK, NATIONAL ASSOCIATION",MCALESTER,OK,N,450719,405863
4147,20230930,BANK 7,OKLAHOMA CITY,OK,SM,1771388,1593613
4148,20230930,THE FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI,MIAMI,OK,N,220356,198409
4160,20230930,REGENT BANK,TULSA,OK,NM,1383862,1022074
4161,20230930,FIRST NATIONAL BANK IN OKEENE,OKEENE,OK,N,79203,60628
4170,20230930,THE FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE,OKMULGEE,OK,N,285617,249113
4173,20230930,THE PAULS VALLEY NATIONAL BANK,PAULS VALLEY,OK,N,311937,293020
4178,20230930,SECURITY BANK,TULSA,OK,SM,799413,709559
4185,20230930,FIRST PRYORITY BANK,PRYOR,OK,SM,408396,368182
4187,20230930,MCCLAIN BANK,PURCELL,OK,NM,270253,241384
4190,20230930,AMERICAN HERITAGE BANK,SAPULPA,OK,SM,1467884,1221503
4193,20230930,THE SEILING STATE BANK,SEILING,OK,NM,171572,158274
