Cert,Report_Period,Institution_Name,City,State,Class,Total_Assets,Total_Deposits
28035,20230930,"BELMONT SAVINGS BANK, SSB",BELMONT,NC,SI,120864,92078
28060,20230930,CITIZENS FEDERAL SAVINGS AND LOAN ASSOCIATION,BELLEFONTAINE,OH,SB,175532,158501
28063,20230930,THE COVINGTON SAVINGS AND LOAN ASSOCIATION,COVINGTON,OH,SB,84510,71192
28080,20230930,THE HARRISON BUILDING AND LOAN ASSOCIATION,HARRISON,OH,SL,252526,202250
28088,20230930,WASHINGTON FEDERAL BANK,SEATTLE,WA,NM,22460983,16246871
28094,20230930,"HOME BANK, NATIONAL ASSOCIATION",LAFAYETTE,LA,N,3309792,2610037
28103,20230930,COLLINSVILLE BUILDING AND LOAN ASSOCIATION,COLLINSVILLE,IL,SB,126861,92354
28105,20230930,"FIRST ROBINSON SAVINGS BANK, NATIONAL ASSOCIATION",ROBINSON,IL,N,463084,351401
28116,20230930,YAKIMA FEDERAL SAVINGS AND LOAN ASSOCIATION,YAKIMA,WA,SI,1977981,1452090
28151,20230930,WEST TOWN BANK & TRUST,NORTH RIVERSIDE,IL,NM,454325,396508
28155,20230930,PROFILE BANK,ROCHESTER,NH,SM,298875,265401
28157,20230930,THE CINCINNATUS SAVINGS & LOAN CO.,CINCINNATI,OH,SL,135630,104252
28167,20230930,EASTERN CONNECTICUT SAVINGS BANK,NORWICH,CT,SM,273299,236455
28178,20230930,NORTHWEST BANK,WARREN,PA,SI,14416570,12125629
28186,20230930,MCS BANK,MILROY,PA,SI,189511,164331
28208,20230930,SAN LUIS VALLEY FEDERAL BANK,ALAMOSA,CO,SB,393179,338192
28213,20230930,"WINTER HILL BANK, FSB",SOMERVILLE,MA,SB,433981,347343
28217,20230930,WARSAW FEDERAL SAVINGS AND LOAN ASSOCIATION,CINCINNATI,OH,SB,96585,58441
28222,20230930,HADDON SAVINGS BANK,HADDON HEIGHTS,NJ,SI,372457,306993
28246,20230930,HOME SAVINGS BANK,CHANUTE,KS,SB,102479,79750
28262,20230930,ESSA BANK & TRUST,STROUDSBURG,PA,SI,2287092,1667775
28263,20230930,"CF BANK, NATIONAL ASSOCIATION",COLUMBUS,OH,N,1985476,1689241
28266,20230930,RAYMOND FEDERAL BANK,RAYMOND,WA,SI,68484,52252
28277,20230930,OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION,FARMINGTON,MO,SB,253989,193542
28288,20230930,"AUBURN SAVINGS BANK, FSB",AUBURN,ME,SB,101273,77424
28302,20230930,MUTUAL FEDERAL BANK,CHICAGO,IL,SB,103992,66796
28314,20230930,"RIVERSIDE SAVINGS BANK, SSB",ROANOKE RAPIDS,NC,SI,97368,72167
28315,20230930,"RG BANK, A SAVINGS AND LOAN ASSOCIATION",MONTE VISTA,CO,SL,135264,123225
28316,20230930,FIDELITY BANK,NEW ORLEANS,LA,SI,1099478,813493
28332,20230930,SOUTHERN BANK,POPLAR BLUFF,MO,SM,4419729,3855900
28346,20230930,CINCINNATI FEDERAL,CINCINNATI,OH,SB,311119,214427
28348,20230930,BELMONT SAVINGS BANK,BELLAIRE,OH,NM,482954,346014
28349,20230930,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES,NILES,OH,SB,150476,77126
28359,20230930,"OCEANFIRST BANK, NATIONAL ASSOCIATION",TOMS RIVER,NJ,N,13391518,10600330
28362,20230930,CENTURY BANK,SANTA FE,NM,NM,1356094,1253552
28368,20230930,"MIDDLESEX FEDERAL SAVINGS, F.A.",SOMERVILLE,MA,SB,647703,602601
28369,20230930,"ROCKLAND SAVINGS BANK, FSB",ROCKLAND,ME,SB,89922,79937
28380,20230930,ADIRONDACK BANK,UTICA,NY,SM,974015,878346
28390,20230930,EDWARD JONES TRUST COMPANY,SAINT LOUIS,MO,SB,120809,500
28396,20230930,FIRST PALMETTO BANK,CAMDEN,SC,NM,927242,836329
28400,20230930,WESTBURY BANK,WAUKESHA,WI,NM,864162,732485
28401,20230930,EUREKA SAVINGS BANK,LA SALLE,IL,SI,394437,299598
28405,20230930,FIRST FED BANK,PORT ANGELES,WA,NM,2132146,1665842
28425,20230930,CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION,CICERO,IL,SB,199109,166373
28445,20230930,FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN URBANA,CHAMPAIGN,IL,SB,192486,169476
28453,20230930,TIMBERLAND BANK,HOQUIAM,WA,SI,1839327,1561452
28463,20230930,LIBERTY BANK,IRONTON,OH,SL,59690,49721
28471,20230930,"ROXBORO SAVINGS BANK, SSB",ROXBORO,NC,SI,311521,257864
28478,20230930,FARMERS AND MECHANICS FEDERAL SAVINGS BANK,BLOOMFIELD,IN,SI,125954,100323
28480,20230930,COLUMBIA SAVINGS AND LOAN ASSOCIATION,MILWAUKEE,WI,SL,27798,25530
28481,20230930,COLONIAL FEDERAL SAVINGS BANK,QUINCY,MA,SB,346001,271780
28489,20230930,BANNER BANK,WALLA WALLA,WA,NM,15503988,13272578
28507,20230930,ARGENTINE FEDERAL SAVINGS,KANSAS CITY,KS,SB,61878,49075
28513,20230930,"WATERSTONE BANK, SSB",WAUWATOSA,WI,SI,2217012,1271365
28515,20230930,"TRUSTTEXAS BANK, SSB",CUERO,TX,SI,444495,351171
28530,20230930,FORWARD BANK,MARSHFIELD,WI,SI,963502,802889
28533,20230930,FIRST BANK RICHMOND,RICHMOND,IN,NM,1417452,1070428
28543,20230930,CUSTER FEDERAL STATE BANK,BROKEN BOW,NE,NM,122293,91608
28555,20230930,VALLEY CENTRAL BANK,LIBERTY TOWNSHIP,OH,SL,165112,113647
28585,20230930,"MAPLE CITY SAVINGS BANK, FSB",HORNELL,NY,SB,119399,106893
28593,20230930,STURGIS BANK & TRUST COMPANY,STURGIS,MI,NM,897114,809819
28599,20230930,OLYMPIA FEDERAL SAVINGS AND LOAN ASSOCIATION,OLYMPIA,WA,SI,937505,706504
28611,20230930,PULASKI SAVINGS BANK,CHICAGO,IL,SI,49956,42412
28614,20230930,"THE EQUITABLE BANK, S.S.B.",WAUWATOSA,WI,SI,347720,318926
28635,20230930,FIRST FEDERAL SAVINGS AND LOAN BANK,OLATHE,KS,NM,104409,85499
28637,20230930,MILTON SAVINGS BANK,MILTON,PA,SB,72099,54399
28652,20230930,FAIRVIEW SAVINGS AND LOAN ASSOCIATION,FAIRVIEW,OK,SB,51293,39419
28663,20230930,THE BROOKVILLE BUILDING AND SAVINGS ASSOCIATION,BROOKVILLE,OH,NM,43595,34591
28667,20230930,HOMESTEAD SAVINGS BANK,ALBION,MI,SB,73864,68572
28677,20230930,CONNEAUT SAVINGS BANK,CONNEAUT,OH,SL,78583,64161
28679,20230930,NORTH SHORE BANK,BROOKFIELD,WI,SI,2580764,2069360
28701,20230930,AMBLER SAVINGS BANK,AMBLER,PA,SI,519514,450031
28703,20230930,VERSAILLES SAVINGS AND LOAN COMPANY,VERSAILLES,OH,SL,56278,40604
28706,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENE CO,WAYNESBURG,PA,SB,1022356,877099
28708,20230930,GSL SAVINGS BANK,GUTTENBERG,NJ,SI,137602,114993
28710,20230930,NORTHFIELD BANK,STATEN ISLAND,NY,SB,5434758,3722958
28712,20230930,FIRST FEDERAL SAVINGS OF MIDDLETOWN,MIDDLETOWN,NY,SB,167165,100283
28722,20230930,KENTLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,KENTLAND,IN,SB,2932,2358
28723,20230930,FIRST SAVINGS BANK,DANVILLE,IL,SI,31365,20791
28729,20230930,ASCENDIA BANK,GLEN ROCK,NJ,SI,383964,274121
28735,20230930,"GOLDEN BELT BANK, FSA",HAYS,KS,SB,303784,255986
28747,20230930,HOYNE SAVINGS BANK,CHICAGO,IL,SI,449126,376713
28765,20230930,KEARNY BANK,KEARNY,NJ,SI,7967270,5487099
28769,20230930,FIRST FEDERAL SAVINGS BANK OF ANGOLA,ANGOLA,IN,SB,140932,110863
28778,20230930,SOMERSET REGAL BANK,BOUND BROOK,NJ,NM,1108843,884896
28780,20230930,ARUNDEL FEDERAL SAVINGS BANK,GLEN BURNIE,MD,SB,452336,347798
28788,20230930,STURDY SAVINGS BANK,STONE HARBOR,NJ,SI,1248344,1064685
28790,20230930,SUPERIOR SAVINGS BANK,SUPERIOR,WI,SI,85286,69871
28793,20230930,SHARON BANK,SPRINGFIELD,PA,SI,171103,137135
28805,20230930,SUNNYSIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF IRVINGTON,IRVINGTON,NY,SB,87513,69682
28808,20230930,"BANKFINANCIAL, NATIONAL ASSOCIATION",OLYMPIA FIELDS,IL,N,1497330,1295160
28812,20230930,ARMOR BANK,FORREST CITY,AR,SM,437152,400953
28818,20230930,CREST SAVINGS BANK,WILDWOOD,NJ,SI,589185,497280
28834,20230930,COLUMBIA BANK,FAIR LAWN,NJ,SB,9982399,7586665
28836,20230930,UNITED SAVINGS BANK,PHILADELPHIA,PA,SI,453083,334659
28837,20230930,THE BRATTLEBORO SAVINGS AND LOAN ASSOCIATION,BRATTLEBORO,VT,SM,282885,253635
28841,20230930,COMMUNITY SAVINGS BANK,CHICAGO,IL,SI,425806,371033
28845,20230930,FIRST FEDERAL SAVINGS BANK OF TWIN FALLS,TWIN FALLS,ID,SB,1448606,1135995
28859,20230930,FIRST PIEDMONT FEDERAL SAVINGS AND LOAN ASSOCIATION OF GAFFNEY,GAFFNEY,SC,SB,569208,409762
28860,20230930,CENTURY SAVINGS AND LOAN ASSOCIATION,TRINIDAD,CO,SL,76395,65960
28865,20230930,MIDCOUNTRY BANK,MINNEAPOLIS,MN,SB,1073045,850987
28868,20230930,"MINEOLA COMMUNITY BANK, S.S.B.",MINEOLA,TX,SI,436007,310857
28870,20230930,WALLKILL VALLEY FEDERAL SAVINGS AND LOAN ASSOCIATION,WALLKILL,NY,SB,453188,383277
28894,20230930,SECURITY FEDERAL SAVINGS BANK,LOGANSPORT,IN,SB,376167,319244
28905,20230930,FIRST FINANCIAL BANK,EL DORADO,AR,SM,1606013,1283263
28908,20230930,IRON WORKERS SAVINGS BANK,ASTON,PA,SI,206256,164899
28914,20230930,EVERGREEN FEDERAL BANK,GRANTS PASS,OR,SB,600484,529724
28924,20230930,FIRST FEDERAL SAVINGS BANK,OTTAWA,IL,SB,389985,300620
28925,20230930,SECURITY SAVINGS BANK,MONMOUTH,IL,SI,246852,212957
28930,20230930,VERIMORE BANK,BROOKFIELD,MO,SM,438031,381978
28942,20230930,"CARTHAGE SAVINGS AND LOAN, NATIONAL ASSOCIATION",CARTHAGE,NY,N,297084,252250
28949,20230930,AMORY FEDERAL SAVINGS AND LOAN ASSOCIATION,AMORY,MS,SB,78715,65188
28983,20230930,LADYSMITH FEDERAL SAVINGS AND LOAN ASSOCIATION,LADYSMITH,WI,SB,82996,67737
28989,20230930,WCF FINANCIAL BANK,WEBSTER CITY,IA,NM,184895,132896
29005,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,CENTERBURG,OH,SB,25105,18771
29009,20230930,LIBERTY BANK FOR SAVINGS,CHICAGO,IL,SI,854730,662802
29011,20230930,MECHANICS BANK,MANSFIELD,OH,NM,789025,730174
29012,20230930,HERITAGE BANK,OLYMPIA,WA,NM,7146237,5649764
29024,20230930,BEDFORD FEDERAL SAVINGS BANK,BEDFORD,IN,SI,211667,180417
29035,20230930,"HANCOCK COUNTY SAVINGS BANK, F.S.B.",CHESTER,WV,SB,463374,355610
29042,20230930,HOME FEDERAL SAVINGS BANK,ROCHESTER,MN,SB,1153978,1063426
29047,20230930,FIRST FEDERAL BANK OF KANSAS CITY,LEES SUMMIT,MO,SI,929284,616731
29049,20230930,LAKE CITY FEDERAL BANK,LAKE CITY,MN,SB,75986,65103
29056,20230930,FIRST FEDERAL SAVINGS BANK,EVANSVILLE,IN,NM,633670,495817
29058,20230930,FIRST FINANCIAL NORTHWEST BANK,RENTON,WA,NM,1525075,1228220
29059,20230930,TUCUMCARI FEDERAL SAVINGS AND LOAN ASSOCIATION,TUCUMCARI,NM,SB,40723,26912
29061,20230930,"TARBORO SAVINGS BANK, SSB",TARBORO,NC,SI,52160,44901
29066,20230930,DEL NORTE BANK,DEL NORTE,CO,SL,141992,124689
29087,20230930,BANK 34,SCOTTSDALE,AZ,SB,582519,487775
29089,20230930,NEWPORT FEDERAL BANK,NEWPORT,TN,SB,262732,245250
29090,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,NEWARK,OH,SB,265790,226487
29093,20230930,INVESTORS COMMUNITY BANK,CHILLICOTHE,MO,SM,87874,75509
29120,20230930,"PYRAMAX BANK, FSB",GREENFIELD,WI,SB,553319,408848
29121,20230930,UNION SAVINGS BANK,FREEPORT,IL,SI,183578,172635
29135,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF VAN WERT,VAN WERT,OH,SB,148504,125351
29140,20230930,AMERICAN FEDERAL BANK,FARGO,ND,SB,739063,575860
29143,20230930,SYSTEMATIC SAVINGS BANK,SPRINGFIELD,MO,NM,64498,47666
29147,20230930,NORTHEAST COMMUNITY BANK,WHITE PLAINS,NY,SI,1704030,1371287
29164,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF VALDOSTA,VALDOSTA,GA,SB,216896,159407
29170,20230930,UNITED ROOSEVELT SAVINGS BANK,CARTERET,NJ,SI,275157,239326
29173,20230930,NEW CARLISLE FEDERAL SAVINGS BANK,NEW CARLISLE,OH,SB,238450,160771
29177,20230930,BANKTENNESSEE,COLLIERVILLE,TN,SM,564546,482993
29186,20230930,LAWRENCEBURG FEDERAL BANK,LAWRENCEBURG,TN,SI,76808,57567
29188,20230930,FOX VALLEY SAVINGS BANK,FOND DU LAC,WI,SI,368634,295294
29206,20230930,"GRAHAM SAVINGS AND LOAN, SSB",GRAHAM,TX,SI,157785,128729
29208,20230930,"DALHART FEDERAL SAVINGS & LOAN ASSOCIATION, SSB",DALHART,TX,SI,137541,96105
29209,20230930,NEXBANK,DALLAS,TX,NM,15807773,11545491
29227,20230930,WASHINGTON SAVINGS BANK,EFFINGHAM,IL,SI,594304,522618
29231,20230930,COUNTY SAVINGS BANK,ESSINGTON,PA,SB,100961,93357
29238,20230930,WOODRUFF FEDERAL SAVINGS AND LOAN ASSOCIATION,WOODRUFF,SC,SB,95981,61266
29241,20230930,HENDERSON FEDERAL SAVINGS BANK,HENDERSON,TX,SB,111834,84625
29268,20230930,EUREKA HOMESTEAD,METAIRIE,LA,SB,103799,64151
29293,20230930,"CUMBERLAND FEDERAL BANK, FSB",CUMBERLAND,WI,SB,253305,218070
29294,20230930,PREVAIL BANK,MEDFORD,WI,SB,945308,715805
29331,20230930,TC FEDERAL BANK,THOMASVILLE,GA,SB,439701,360451
29332,20230930,FIRST SOUTHERN BANK,FLORENCE,AL,NM,588984,514855
29345,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,DELTA,OH,SB,222887,193175
29357,20230930,FAMILY BANK,PELHAM,GA,SB,139312,121058
29379,20230930,SIDNEY FEDERAL SAVINGS AND LOAN ASSOCIATION,SIDNEY,NE,SB,14939,13766
29384,20230930,PERU FEDERAL SAVINGS BANK,PERU,IL,SB,201952,180290
29399,20230930,GN BANK,CHICAGO,IL,SB,65794,56821
29426,20230930,"WORTHINGTON FEDERAL SAVINGS BANK, FSB",WORTHINGTON,MN,SB,100492,82477
29430,20230930,COMPASS SAVINGS BANK,WILMERDING,PA,SI,60340,47530
29449,20230930,NORTH SIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,CHICAGO,IL,SB,40848,37531
29471,20230930,ARMSTRONG COUNTY BUILDING AND LOAN ASSOCIATION,FORD CITY,PA,SI,92604,79128
29476,20230930,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF GRAND ISLAND,GRAND ISLAND,NE,SB,453919,408152
29486,20230930,KINGSTREE FEDERAL SAVINGS AND LOAN ASSOCIATION,KINGSTREE,SC,SB,35938,30077
29488,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF LAKEWOOD,LAKEWOOD,OH,SB,2729823,1933610
29490,20230930,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF RAVENSWOOD,RAVENSWOOD,WV,SB,24178,21270
29495,20230930,VAN WERT FEDERAL SAVINGS BANK,VAN WERT,OH,SB,215817,147154
29496,20230930,SENECA SAVINGS,BALDWINSVILLE,NY,SB,249241,194066
29501,20230930,INTERSTATE FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCGREGOR,MCGREGOR,IA,SB,6764,5026
29510,20230930,"AFFINITY BANK, NATIONAL ASSOCIATION",COVINGTON,GA,N,855231,716679
29517,20230930,PIONEER FEDERAL SAVINGS AND LOAN ASSOCIATION,DEER LODGE,MT,SL,113356,87199
29520,20230930,WASHINGTON FINANCIAL BANK,WASHINGTON,PA,SI,1644102,1407206
29521,20230930,FIDELITY FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELAWARE,DELAWARE,OH,SB,124926,101044
29523,20230930,PEOPLES BANK,MUNSTER,IN,NM,2087802,1787389
29532,20230930,NOKOMIS SAVINGS BANK,NOKOMIS,IL,SI,24919,19209
29535,20230930,DE WITT SAVINGS BANK,CLINTON,IL,SI,139922,119482
29537,20230930,FIRST FEDERAL BANK & TRUST,SHERIDAN,WY,SB,592310,512051
29546,20230930,GREAT SOUTHERN BANK,REEDS SPRING,MO,NM,5752219,4904361
29548,20230930,PINNACLE BANK,JASPER,AL,NM,334375,316511
29566,20230930,"UNITED FIDELITY BANK, FSB",EVANSVILLE,IN,SB,6183755,5159866
29571,20230930,"THE HOME SAVINGS AND LOAN COMPANY OF KENTON, OHIO, DBA HSLC",KENTON,OH,NM,207718,161592
29577,20230930,HERITAGE BANK OF ST TAMMANY,COVINGTON,LA,SB,181699,134875
29578,20230930,MONROE FEDERAL SAVINGS AND LOAN ASSOCIATION,TIPP CITY,OH,SB,151463,131436
29582,20230930,PEE DEE FEDERAL SAVINGS BANK,MARION,SC,SB,36952,30286
29613,20230930,ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION,NOTTINGHAM,MD,SB,1229305,945283
29617,20230930,"FIRST MUTUAL BANK, FSB",BELPRE,OH,SB,111781,92656
29624,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,MCMINNVILLE,OR,SB,624448,538015
29627,20230930,SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF PHILADELPHIA,PHILADELPHIA,PA,SB,35968,18433
29632,20230930,WINDSOR FEDERAL BANK,WINDSOR,CT,SB,769970,656378
29636,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF BATH,BATH,ME,SB,180600,148201
29637,20230930,BIG HORN FEDERAL SAVINGS BANK,GREYBULL,WY,SB,357834,297021
29645,20230930,"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF CENTRAL ILLINOIS, S.B.",SHELBYVILLE,IL,SI,193520,161676
29657,20230930,"GREAT MIDWEST BANK, S.S.B.",BROOKFIELD,WI,SI,960776,576234
29672,20230930,CFSBANK,CHARLEROI,PA,SB,626389,523030
29675,20230930,IROQUOIS FEDERAL SAVINGS AND LOAN ASSOCIATION,WATSEKA,IL,SB,870774,695371
29676,20230930,PAPER CITY SAVINGS ASSOCIATION,WISCONSIN RAPIDS,WI,SL,204055,154519
29677,20230930,NASHVILLE SAVINGS BANK,NASHVILLE,IL,SI,87946,77744
29679,20230930,ANTHEM BANK & TRUST,PLAQUEMINE,LA,SB,179606,149287
29683,20230930,HOME FEDERAL BANK OF TENNESSEE,KNOXVILLE,TN,SB,2813462,2193673
29685,20230930,MARTINSVILLE FIRST SAVINGS BANK,MARTINSVILLE,VA,SB,32092,25469
29690,20230930,FIRST FEDERAL SAVINGS BANK,HUNTINGTON,IN,NM,484242,393039
29691,20230930,KEYSAVINGS BANK,WISCONSIN RAPIDS,WI,SI,89720,70769
29692,20230930,LINCOLN FSB OF NEBRASKA,LINCOLN,NE,SB,370329,288897
29695,20230930,THE HOME LOAN SAVINGS BANK,COSHOCTON,OH,SL,298083,238687
29696,20230930,BUFFALO FEDERAL BANK,BUFFALO,WY,SM,184091,160667
29700,20230930,CENTURY NEXT BANK,RUSTON,LA,SB,715974,635432
29705,20230930,FIRST FEDERAL COMMUNITY BANK OF BUCYRUS,BUCYRUS,OH,SB,287964,221439
29708,20230930,"NORTH AMERICAN SAVINGS BANK, F.S.B.",GRANDVIEW,MO,SB,2811573,1825531
29710,20230930,FIRST FEDERAL SAVINGS BANK OF WASHINGTON,WASHINGTON,IN,SI,79481,67068
29731,20230930,THE SOUTHERN BANK COMPANY,GADSDEN,AL,NM,106008,88201
29743,20230930,AROOSTOOK COUNTY FEDERAL SAVINGS AND LOAN ASSOCIATION,CARIBOU,ME,SB,181231,161163
29744,20230930,FIRST SEACOAST BANK,DOVER,NH,SB,556748,435499
29745,20230930,MARATHON BANK,WAUSAU,WI,SI,237074,192967
29749,20230930,SOUTHERN HILLS COMMUNITY BANK,LEESBURG,OH,SB,175376,149244
29764,20230930,CLAY COUNTY SAVINGS BANK,LIBERTY,MO,NM,155012,119106
29771,20230930,"KS BANK, INC.",SMITHFIELD,NC,SI,605238,553640
29772,20230930,VIDALIA FEDERAL SAVINGS BANK,VIDALIA,GA,SB,216498,170709
29774,20230930,CARROLLTON FEDERAL BANK,CARROLLTON,KY,SB,38466,33324
29782,20230930,FIRST FEDERAL BANK,DICKSON,TN,SI,966582,860746
29783,20230930,HIGH COUNTRY BANK,SALIDA,CO,SM,448364,391436
29787,20230930,"FIRST FEDERAL COMMUNITY BANK, NATIONAL ASSOCIATION",DOVER,OH,N,740253,669382
29800,20230930,LISLE SAVINGS BANK,LISLE,IL,SI,559422,390745
29804,20230930,CATALYST BANK,OPELOUSAS,LA,SB,247080,166612
29809,20230930,FIRST SAVINGS BANK OF HEGEWISCH,CHICAGO,IL,SI,798038,678221
29813,20230930,PEOPLES SAVINGS AND LOAN COMPANY,BUCYRUS,OH,NM,147277,118124
29835,20230930,MILFORD FEDERAL BANK,MILFORD,MA,SB,492923,373353
29838,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF LORAIN,LORAIN,OH,SB,530605,425926
29839,20230930,CROSSROADS BANK,WABASH,IN,NM,541923,493766
29842,20230930,COMMONWEALTH CO-OPERATIVE BANK,HYDE PARK,MA,SM,206987,136739
29845,20230930,PREMIER BANK,YOUNGSTOWN,OH,NM,8531288,7112234
29846,20230930,EATON COMMUNITY BANK,CHARLOTTE,MI,SB,441669,344698
29847,20230930,WAYNE SAVINGS COMMUNITY BANK,WOOSTER,OH,NM,800197,656643
29857,20230930,"THE LIBERTY SAVINGS ASSOCIATION, FSA",FORT SCOTT,KS,SB,31545,24794
29858,20230930,SSB COMMUNITY BANK,STRASBURG,OH,NM,217282,200383
29874,20230930,DEARBORN FEDERAL SAVINGS BANK,DEARBORN,MI,SB,267144,172198
29875,20230930,NVE BANK,ENGLEWOOD,NJ,SI,679932,442007
29878,20230930,AMERICAN COMMUNITY BANK OF INDIANA,SAINT JOHN,IN,NM,334580,295973
29881,20230930,HOME BANK SB,MARTINSVILLE,IN,SB,416942,346412
29904,20230930,ELIZABETHTON FEDERAL SAVINGS BANK,ELIZABETHTON,TN,SB,318545,188905
29907,20230930,LOGANSPORT SAVINGS BANK,LOGANSPORT,IN,NM,244055,201425
29910,20230930,SCOTTSBURG BUILDING AND LOAN ASSOCIATION,SCOTTSBURG,IN,SL,76485,58815
29922,20230930,RIVERVIEW BANK,VANCOUVER,WA,NM,1581919,1247672
29933,20230930,UNION SAVINGS AND LOAN ASSOCIATION,CONNERSVILLE,IN,SB,236488,209942
29937,20230930,FIRST FEDERAL SAVINGS BANK OF KENTUCKY,FRANKFORT,KY,SB,268835,197346
29941,20230930,BOGOTA SAVINGS BANK,TEANECK,NJ,SI,927277,657295
29950,20230930,"SANTANDER BANK, N.A.",WILMINGTON,DE,N,98568768,74786937
29961,20230930,FIRST SAVINGS BANK,JEFFERSONVILLE,IN,SM,2288635,1692223
29966,20230930,THE EQUITABLE SAVINGS AND LOAN COMPANY,CADIZ,OH,NM,10815,7431
29975,20230930,THE PEOPLES SAVINGS BANK,URBANA,OH,SL,148024,129464
29980,20230930,MIDLAND FEDERAL SAVINGS AND LOAN ASSOCIATION,BRIDGEVIEW,IL,SB,118249,107475
29986,20230930,GUARDIAN SAVINGS BANK,GRANITE CITY,IL,SI,32306,26541
29988,20230930,MUTUAL SAVINGS ASSOCIATION,LEAVENWORTH,KS,SL,344549,228137
29995,20230930,PHOENIXVILLE FEDERAL BANK AND TRUST,PHOENIXVILLE,PA,SI,643780,516317
29999,20230930,MUTUAL SAVINGS BANK,HARTSVILLE,SC,SB,51313,35507
30012,20230930,THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND,CLEVELAND,OH,SB,16903956,9602859
30031,20230930,HUNTINGDON SAVINGS BANK,HUNTINGDON,PA,SI,16207,12266
30039,20230930,HAVEN SAVINGS BANK,HOBOKEN,NJ,SI,1112722,900956
30043,20230930,BEARDSTOWN SAVINGS S.B.,BEARDSTOWN,IL,SI,64339,51703
30052,20230930,BLUE FOUNDRY BANK,RUTHERFORD,NJ,SI,2058160,1326371
30058,20230930,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG,GREENSBURG,IN,SB,177687,163792
30065,20230930,"PEOPLES COMMUNITY BANK SB OF MONTICELLO, INDIANA",MONTICELLO,IN,SL,39441,17154
30067,20230930,CORNERSTONE BANK,CLARINDA,IA,SM,48401,39977
30072,20230930,SCHUYLER SAVINGS BANK,KEARNY,NJ,SI,136620,106093
30076,20230930,"SPENCER SAVINGS BANK, SLA",ELMWOOD PARK,NJ,SL,3859509,2876490
30084,20230930,MERCER SAVINGS BANK,CELINA,OH,NM,159280,126535
30085,20230930,PRESENCE BANK,COATESVILLE,PA,SI,403010,306521
30103,20230930,MONROE SAVINGS BANK,WILLIAMSTOWN,NJ,SI,108688,80227
30111,20230930,OCONEE FEDERAL SAVINGS AND LOAN ASSOCIATION,SENECA,SC,SB,593687,474239
30117,20230930,RELIANCE SAVINGS BANK,ALTOONA,PA,SI,633231,509657
30119,20230930,PENNCREST BANK,ALTOONA,PA,SI,216645,184217
30121,20230930,INVESTMENT SAVINGS BANK,ALTOONA,PA,SI,102373,75089
30128,20230930,BOONVILLE FEDERAL SAVINGS BANK,BOONVILLE,IN,SI,67855,43521
30133,20230930,"MID-SOUTHERN SAVINGS BANK, FSB",SALEM,IN,SB,265317,206171
30150,20230930,CITIZENS FEDERAL SAVINGS BANK,LEAVENWORTH,KS,SB,182446,137031
30152,20230930,MILFORD BUILDING AND LOAN ASSOCIATION,MILFORD,IL,SI,28557,24418
30154,20230930,SEWICKLEY SAVINGS BANK,SEWICKLEY,PA,SI,281457,210725
30155,20230930,"HATBORO FEDERAL SAVINGS, FA",HATBORO,PA,SB,542104,403494
30166,20230930,FIRST COMMUNITY BANK OF CULLMAN,CULLMAN,AL,NM,110592,81221
30167,20230930,CULLMAN SAVINGS BANK,CULLMAN,AL,SB,415951,296693
30176,20230930,HOME SAVINGS BANK OF WAPAKONETA,WAPAKONETA,OH,NM,37635,32973
30182,20230930,OPPORTUNITY BANK OF MONTANA,HELENA,MT,SM,2060699,1624170
30183,20230930,MILLVILLE SAVINGS BANK,MILLVILLE,NJ,SI,154870,140185
30219,20230930,HOMETOWN BANK,KENT,OH,NM,269327,226225
30220,20230930,CHESTER NATIONAL BANK,CHESTER,IL,N,66025,59947
30260,20230930,CROSS COUNTY SAVINGS BANK,MIDDLE VILLAGE,NY,SI,536569,458763
